Specimen label,"Steel ME354"
End date,"Monday, October 14, 2019"
Thickness,"6.20000",mm
Width,"12.30000",mm
Final length,"78.43000",mm
Axial gauge length,"25.40000",mm
Transverse gauge length,"12.05000",mm
Crosshead Rate,"5.00",mm/min

Time,Extension,Load,Axial Strain,Transverse Strain
(s),(mm),(N),(mm/mm),(mm/mm)
"163.800","13.650","37015.86","0.17944","0.07916"
"163.900","13.659","37014.06","0.17960","0.07922"
"164.000","13.667","37019.12","0.17977","0.07928"
"164.100","13.675","37020.75","0.17993","0.07934"
"164.200","13.684","37017.38","0.18010","0.07940"
"164.300","13.692","37016.89","0.18026","0.07946"
"164.400","13.700","37016.54","0.18042","0.07953"
"164.500","13.709","37015.92","0.18058","0.07959"
"164.600","13.717","37019.98","0.18075","0.07965"
"164.700","13.725","37015.94","0.18091","0.07972"
"164.800","13.734","37018.99","0.18107","0.07978"
"164.900","13.742","37016.82","0.18124","0.07984"
"165.000","13.750","37011.70","0.18140","0.07990"
"165.100","13.759","37017.57","0.18156","0.07997"
"165.200","13.767","37019.74","0.18173","0.08003"
"165.300","13.775","37016.37","0.18189","0.08009"
"165.400","13.784","37017.62","0.18205","0.08016"
"165.500","13.792","37015.13","0.18221","0.08023"
"165.600","13.800","37018.24","0.18237","0.08029"
"165.700","13.809","37015.90","0.18254","0.08036"
"165.800","13.817","37016.12","0.18271","0.08043"
"165.900","13.825","37013.89","0.18287","0.08049"
"166.000","13.834","37012.01","0.18304","0.08055"
"166.100","13.842","37015.50","0.18320","0.08061"
"166.200","13.850","37021.41","0.18336","0.08068"
"166.300","13.858","37019.81","0.18352","0.08075"
"166.400","13.867","37017.22","0.18369","0.08081"
"166.500","13.875","37022.42","0.18386","0.08088"
"166.600","13.883","37017.07","0.18402","0.08095"
"166.700","13.892","37018.45","0.18419","0.08102"
"166.800","13.900","37018.88","0.18436","0.08108"
"166.900","13.909","37016.21","0.18453","0.08115"
"167.000","13.917","37013.74","0.18469","0.08122"
"167.100","13.925","37014.29","0.18485","0.08129"
"167.200","13.933","37014.10","0.18502","0.08135"
"167.300","13.942","37017.00","0.18519","0.08140"
"167.400","13.950","37015.50","0.18535","0.08147"
"167.500","13.959","37017.38","0.18552","0.08154"
"167.600","13.967","37016.43","0.18569","0.08161"
"167.700","13.975","37014.93","0.18586","0.08168"
"167.800","13.984","37014.61","0.18603","0.08175"
"167.900","13.992","37013.48","0.18619","0.08182"
"168.000","14.000","37013.88","0.18636","0.08188"
"168.100","14.009","37013.57","0.18653","0.08195"
"168.200","14.017","37016.88","0.18670","0.08202"
"168.300","14.025","37016.40","0.18686","0.08209"
"168.400","14.034","37013.23","0.18703","0.08216"
"168.500","14.042","37017.06","0.18720","0.08223"
"168.600","14.050","37019.12","0.18737","0.08229"
"168.700","14.059","37017.16","0.18754","0.08236"
"168.800","14.067","37014.14","0.18771","0.08242"
"168.900","14.075","37014.59","0.18788","0.08249"
"169.000","14.084","37013.33","0.18804","0.08256"
"169.100","14.092","37015.93","0.18821","0.08263"
"169.200","14.100","37011.20","0.18839","0.08270"
"169.300","14.108","37011.67","0.18855","0.08277"
"169.400","14.117","37014.21","0.18872","0.08284"
"169.500","14.125","37014.45","0.18889","0.08290"
"169.600","14.134","37013.97","0.18907","0.08297"
"169.700","14.142","37012.91","0.18924","0.08304"
"169.800","14.150","37008.51","0.18940","0.08311"
"169.900","14.159","37010.98","0.18957","0.08317"
"170.000","14.167","37006.34","0.18974","0.08323"
"170.100","14.175","37008.45","0.18991","0.08329"
"170.200","14.184","37009.70","0.19007","0.08336"
"170.300","14.192","37009.15","0.19024","0.08342"
"170.400","14.200","37010.11","0.19042","0.08349"
"170.500","14.209","37010.14","0.19058","0.08355"
"170.600","14.217","37015.41","0.19075","0.08361"
"170.700","14.225","37010.23","0.19093","0.08368"
"170.800","14.234","37015.21","0.19110","0.08375"
"170.900","14.242","37009.57","0.19126","0.08382"
"171.000","14.250","37013.36","0.19144","0.08389"
"171.100","14.259","37013.49","0.19161","0.08395"
"171.200","14.267","37008.82","0.19178","0.08402"
"171.300","14.275","37004.24","0.19195","0.08408"
"171.400","14.284","37007.16","0.19212","0.08415"
"171.500","14.292","37008.05","0.19229","0.08422"
"171.600","14.300","37013.90","0.19246","0.08429"
"171.700","14.309","37010.15","0.19263","0.08436"
"171.800","14.317","37012.12","0.19281","0.08443"
"171.900","14.325","37012.75","0.19298","0.08449"
"172.000","14.334","37012.90","0.19316","0.08456"
"172.100","14.342","37016.49","0.19334","0.08463"
"172.200","14.350","37012.36","0.19351","0.08470"
"172.300","14.359","37011.88","0.19370","0.08477"
"172.400","14.367","37006.16","0.19387","0.08484"
"172.500","14.375","37003.77","0.19404","0.08491"
"172.600","14.384","37004.46","0.19421","0.08498"
"172.700","14.392","37006.95","0.19439","0.08504"
"172.800","14.400","37006.71","0.19456","0.08511"
"172.900","14.409","37006.51","0.19475","0.08518"
"173.000","14.417","37004.92","0.19492","0.08524"
"173.100","14.425","37005.95","0.19510","0.08531"
"173.200","14.433","37004.80","0.19527","0.08538"
"173.300","14.442","37003.41","0.19545","0.08545"
"173.400","14.450","37005.36","0.19563","0.08552"
"173.500","14.459","37006.69","0.19580","0.08559"
"173.600","14.467","37005.14","0.19598","0.08567"
"173.700","14.475","37003.99","0.19616","0.08573"
"173.800","14.484","37007.46","0.19633","0.08580"
"173.900","14.492","37004.11","0.19651","0.08587"
"174.000","14.500","37007.35","0.19669","0.08594"
"174.100","14.509","37000.70","0.19686","0.08600"
"174.200","14.517","37001.87","0.19704","0.08608"
"174.300","14.525","37002.95","0.19722","0.08615"
"174.400","14.534","37008.76","0.19739","0.08622"
"174.500","14.542","37004.96","0.19757","0.08629"
"174.600","14.550","36999.32","0.19775","0.08636"
"174.700","14.558","37002.03","0.19793","0.08643"
"174.800","14.567","37008.30","0.19810","0.08650"
"174.900","14.575","37002.79","0.19828","0.08657"
"175.000","14.584","37000.16","0.19846","0.08664"
"175.100","14.592","36999.50","0.19864","0.08671"
"175.200","14.600","37000.02","0.19881","0.08678"
"175.300","14.609","36994.95","0.19899","0.08685"
"175.400","14.617","36993.45","0.19916","0.08692"
"175.500","14.625","36994.21","0.19934","0.08699"
"175.600","14.634","36999.43","0.19952","0.08707"
"175.700","14.642","36995.22","0.19969","0.08713"
"175.800","14.650","36995.52","0.19987","0.08720"
"175.900","14.659","36998.09","0.20004","0.08727"
"176.000","14.667","36996.09","0.20022","0.08735"
"176.100","14.675","37000.25","0.20040","0.08742"
"176.200","14.684","36994.19","0.20057","0.08749"
"176.300","14.692","36997.05","0.20075","0.08755"
"176.400","14.700","36998.18","0.20093","0.08762"
"176.500","14.709","36995.30","0.20111","0.08769"
"176.600","14.717","36989.24","0.20128","0.08777"
"176.700","14.725","36993.59","0.20146","0.08783"
"176.800","14.734","36992.39","0.20164","0.08791"
"176.900","14.742","36994.02","0.20182","0.08797"
"177.000","14.750","36993.68","0.20199","0.08804"
"177.100","14.759","36990.59","0.20217","0.08812"
"177.200","14.767","36992.66","0.20235","0.08819"
"177.300","14.775","36986.44","0.20253","0.08826"
"177.400","14.784","36988.05","0.20271","0.08833"
"177.500","14.792","36985.26","0.20288","0.08840"
"177.600","14.800","36985.87","0.20306","0.08847"
"177.700","14.809","36989.03","0.20324","0.08854"
"177.800","14.817","36986.97","0.20342","0.08861"
"177.900","14.825","36987.42","0.20360","0.08869"
"178.000","14.834","36988.05","0.20378","0.08876"
"178.100","14.842","36981.20","0.20396","0.08883"
"178.200","14.850","36981.64","0.20414","0.08890"
"178.300","14.859","36983.70","0.20432","0.08898"
"178.400","14.867","36982.64","0.20449","0.08905"
"178.500","14.875","36974.20","0.20467","0.08912"
"178.600","14.884","36979.74","0.20485","0.08919"
"178.700","14.892","36987.49","0.20503","0.08927"
"178.800","14.900","36977.35","0.20521","0.08934"
"178.900","14.909","36975.83","0.20539","0.08941"
"179.000","14.917","36979.46","0.20557","0.08949"
"179.100","14.925","36981.48","0.20575","0.08956"
"179.200","14.934","36981.20","0.20594","0.08963"
"179.300","14.942","36980.27","0.20611","0.08970"
"179.400","14.950","36979.46","0.20630","0.08977"
"179.500","14.958","36975.93","0.20648","0.08985"
"179.600","14.967","36977.29","0.20666","0.08993"
"179.700","14.975","36980.46","0.20685","0.09000"
"179.800","14.983","36969.48","0.20703","0.09007"
"179.900","14.992","36972.25","0.20722","0.09015"
"180.000","15.000","36969.59","0.20740","0.09022"
"180.100","15.008","36966.79","0.20758","0.09030"
"180.200","15.017","36969.49","0.20776","0.09037"
"180.300","15.025","36970.21","0.20794","0.09045"
"180.400","15.034","36971.24","0.20813","0.09052"
"180.500","15.042","36970.86","0.20831","0.09059"
"180.600","15.050","36961.95","0.20850","0.09066"
"180.700","15.059","36966.09","0.20868","0.09074"
"180.800","15.067","36970.29","0.20886","0.09082"
"180.900","15.075","36962.21","0.20904","0.09089"
"181.000","15.084","36965.52","0.20923","0.09097"
"181.100","15.092","36955.14","0.20941","0.09104"
"181.200","15.100","36958.21","0.20960","0.09112"
"181.300","15.109","36967.50","0.20978","0.09120"
"181.400","15.117","36961.16","0.20996","0.09127"
"181.500","15.125","36962.08","0.21015","0.09135"
"181.600","15.134","36961.21","0.21032","0.09142"
"181.700","15.142","36956.65","0.21051","0.09150"
"181.800","15.150","36955.54","0.21069","0.09158"
"181.900","15.159","36958.82","0.21088","0.09165"
"182.000","15.167","36957.33","0.21107","0.09173"
"182.100","15.175","36947.80","0.21126","0.09180"
"182.200","15.184","36953.35","0.21144","0.09187"
"182.300","15.192","36949.07","0.21163","0.09195"
"182.400","15.200","36951.98","0.21182","0.09203"
"182.500","15.209","36950.22","0.21201","0.09210"
"182.600","15.217","36942.81","0.21219","0.09218"
"182.700","15.225","36941.02","0.21238","0.09223"
"182.800","15.234","36937.66","0.21257","0.09231"
"182.900","15.242","36947.15","0.21276","0.09238"
"183.000","15.250","36942.92","0.21295","0.09246"
"183.100","15.259","36936.61","0.21314","0.09254"
"183.200","15.267","36930.21","0.21333","0.09262"
"183.300","15.275","36929.20","0.21351","0.09270"
"183.400","15.284","36937.07","0.21370","0.09276"
"183.500","15.292","36939.17","0.21389","0.09284"
"183.600","15.300","36927.18","0.21408","0.09292"
"183.700","15.309","36935.45","0.21427","0.09300"
"183.800","15.317","36926.07","0.21446","0.09308"
"183.900","15.325","36934.12","0.21465","0.09315"
"184.000","15.334","36926.55","0.21484","0.09323"
"184.100","15.342","36924.48","0.21503","0.09331"
"184.200","15.350","36923.53","0.21522","0.09338"
"184.300","15.359","36923.84","0.21541","0.09346"
"184.400","15.367","36915.80","0.21559","0.09354"
"184.500","15.375","36920.08","0.21579","0.09362"
"184.600","15.384","36934.32","0.21598","0.09370"
"184.700","15.392","36930.54","0.21617","0.09378"
"184.800","15.400","36918.00","0.21636","0.09386"
"184.900","15.409","36921.83","0.21656","0.09393"
"185.000","15.417","36923.57","0.21675","0.09401"
"185.100","15.425","36922.89","0.21694","0.09409"
"185.200","15.434","36921.14","0.21713","0.09417"
"185.300","15.442","36914.02","0.21733","0.09425"
"185.400","15.450","36917.06","0.21752","0.09432"
"185.500","15.459","36922.02","0.21772","0.09440"
"185.600","15.467","36914.04","0.21791","0.09448"
"185.700","15.475","36915.33","0.21810","0.09456"
"185.800","15.484","36917.31","0.21829","0.09464"
"185.900","15.492","36910.07","0.21849","0.09472"
"186.000","15.500","36907.61","0.21868","0.09480"
"186.100","15.508","36906.10","0.21888","0.09488"
"186.200","15.517","36908.62","0.21907","0.09496"
"186.300","15.525","36909.11","0.21926","0.09504"
"186.400","15.534","36899.93","0.21946","0.09511"
"186.500","15.542","36902.11","0.21965","0.09519"
"186.600","15.550","36904.11","0.21985","0.09527"
"186.700","15.559","36903.83","0.22005","0.09535"
"186.800","15.567","36902.78","0.22025","0.09543"
"186.900","15.575","36902.20","0.22044","0.09551"
"187.000","15.583","36897.27","0.22064","0.09559"
"187.100","15.592","36898.80","0.22084","0.09567"
"187.200","15.600","36904.50","0.22104","0.09575"
"187.300","15.609","36897.79","0.22123","0.09583"
"187.400","15.617","36892.48","0.22143","0.09591"
"187.500","15.625","36894.79","0.22163","0.09599"
"187.600","15.634","36896.45","0.22182","0.09605"
"187.700","15.642","36887.99","0.22202","0.09613"
"187.800","15.650","36895.96","0.22222","0.09621"
"187.900","15.659","36895.04","0.22242","0.09630"
"188.000","15.667","36890.94","0.22262","0.09638"
"188.100","15.675","36889.69","0.22282","0.09646"
"188.200","15.684","36890.05","0.22302","0.09654"
"188.300","15.692","36887.81","0.22321","0.09662"
"188.400","15.700","36886.03","0.22341","0.09670"
"188.500","15.709","36882.88","0.22362","0.09678"
"188.600","15.717","36882.48","0.22381","0.09687"
"188.700","15.725","36884.06","0.22401","0.09695"
"188.800","15.734","36881.00","0.22421","0.09704"
"188.900","15.742","36880.70","0.22441","0.09712"
"189.000","15.750","36876.76","0.22461","0.09720"
"189.100","15.758","36882.73","0.22481","0.09729"
"189.200","15.767","36880.28","0.22501","0.09736"
"189.300","15.775","36879.34","0.22521","0.09744"
"189.400","15.784","36875.05","0.22541","0.09753"
"189.500","15.792","36877.39","0.22560","0.09762"
"189.600","15.800","36875.71","0.22580","0.09771"
"189.700","15.809","36870.43","0.22599","0.09779"
"189.800","15.817","36872.34","0.22618","0.09787"
"189.900","15.825","36880.48","0.22638","0.09796"
"190.000","15.834","36875.39","0.22657","0.09805"
"190.100","15.842","36876.53","0.22677","0.09813"
"190.200","15.850","36868.33","0.22697","0.09821"
"190.300","15.859","36868.57","0.22718","0.09829"
"190.400","15.867","36872.04","0.22738","0.09837"
"190.500","15.875","36869.05","0.22759","0.09846"
"190.600","15.884","36863.54","0.22779","0.09854"
"190.700","15.892","36865.28","0.22800","0.09862"
"190.800","15.900","36857.03","0.22820","0.09871"
"190.900","15.908","36855.00","0.22841","0.09879"
"191.000","15.917","36863.67","0.22861","0.09887"
"191.100","15.925","36857.96","0.22882","0.09896"
"191.200","15.934","36862.42","0.22902","0.09904"
"191.300","15.942","36858.25","0.22923","0.09913"
"191.400","15.950","36854.06","0.22944","0.09921"
"191.500","15.959","36856.69","0.22965","0.09930"
"191.600","15.967","36853.67","0.22985","0.09939"
"191.700","15.975","36850.28","0.23006","0.09947"
"191.800","15.984","36848.08","0.23026","0.09956"
"191.900","15.992","36843.16","0.23047","0.09964"
"192.000","16.000","36853.13","0.23068","0.09973"
"192.100","16.009","36851.30","0.23089","0.09981"
"192.200","16.017","36853.95","0.23110","0.09990"
"192.300","16.025","36850.59","0.23131","0.09998"
"192.400","16.034","36847.32","0.23153","0.10007"
"192.500","16.042","36847.92","0.23174","0.10016"
"192.600","16.050","36851.59","0.23194","0.10025"
"192.700","16.059","36835.73","0.23216","0.10034"
"192.800","16.067","36838.04","0.23237","0.10043"
"192.900","16.075","36832.41","0.23258","0.10052"
"193.000","16.083","36835.00","0.23279","0.10060"
"193.100","16.092","36838.47","0.23300","0.10069"
"193.200","16.100","36837.25","0.23322","0.10078"
"193.300","16.109","36829.08","0.23343","0.10087"
"193.400","16.117","36828.61","0.23364","0.10096"
"193.500","16.125","36832.38","0.23386","0.10106"
"193.600","16.134","36824.39","0.23407","0.10114"
"193.700","16.142","36813.88","0.23428","0.10123"
"193.800","16.150","36822.23","0.23449","0.10131"
"193.900","16.159","36820.13","0.23471","0.10140"
"194.000","16.167","36805.91","0.23492","0.10150"
"194.100","16.175","36821.17","0.23513","0.10159"
"194.200","16.184","36831.25","0.23534","0.10168"
"194.300","16.192","36827.94","0.23556","0.10177"
"194.400","16.200","36816.92","0.23578","0.10186"
"194.500","16.209","36813.44","0.23600","0.10195"
"194.600","16.217","36806.35","0.23621","0.10204"
"194.700","16.225","36814.66","0.23643","0.10213"
"194.800","16.234","36813.50","0.23664","0.10223"
"194.900","16.242","36810.91","0.23686","0.10232"
"195.000","16.250","36799.61","0.23708","0.10241"
"195.100","16.259","36809.57","0.23729","0.10250"
"195.200","16.267","36806.29","0.23751","0.10260"
"195.300","16.275","36807.78","0.23772","0.10269"
"195.400","16.284","36803.51","0.23794","0.10279"
"195.500","16.292","36798.24","0.23816","0.10289"
"195.600","16.300","36793.89","0.23838","0.10298"
"195.700","16.308","36798.29","0.23860","0.10307"
"195.800","16.317","36787.56","0.23882","0.10317"
"195.900","16.325","36790.41","0.23904","0.10326"
"196.000","16.334","36788.99","0.23926","0.10335"
"196.100","16.342","36788.14","0.23947","0.10345"
"196.200","16.350","36784.95","0.23969","0.10354"
"196.300","16.359","36793.12","0.23991","0.10364"
"196.400","16.367","36793.80","0.24013","0.10373"
"196.500","16.375","36785.45","0.24035","0.10383"
"196.600","16.384","36779.68","0.24058","0.10392"
"196.700","16.392","36779.75","0.24080","0.10401"
"196.800","16.400","36780.08","0.24101","0.10411"
"196.900","16.409","36780.73","0.24122","0.10420"
"197.000","16.417","36776.22","0.24139","0.10430"
"197.100","16.425","36776.14","0.24161","0.10440"
"197.200","16.434","36774.29","0.24183","0.10449"
"197.300","16.442","36778.33","0.24205","0.10459"
"197.400","16.450","36777.05","0.24227","0.10468"
"197.500","16.459","36775.69","0.24249","0.10478"
"197.600","16.467","36773.08","0.24272","0.10488"
"197.700","16.475","36776.96","0.24295","0.10498"
"197.800","16.484","36776.34","0.24317","0.10508"
"197.900","16.492","36771.07","0.24340","0.10517"
"198.000","16.500","36770.07","0.24362","0.10527"
"198.100","16.509","36771.46","0.24385","0.10537"
"198.200","16.517","36773.22","0.24408","0.10547"
"198.300","16.525","36770.93","0.24431","0.10557"
"198.400","16.533","36772.59","0.24453","0.10567"
"198.500","16.542","36769.27","0.24476","0.10577"
"198.600","16.550","36771.23","0.24499","0.10587"
"198.700","16.559","36768.71","0.24522","0.10597"
"198.800","16.567","36769.61","0.24544","0.10607"
"198.900","16.575","36768.75","0.24567","0.10617"
"199.000","16.584","36770.40","0.24590","0.10627"
"199.100","16.592","36768.75","0.24613","0.10637"
"199.200","16.600","36768.59","0.24636","0.10647"
"199.300","16.609","36766.78","0.24659","0.10657"
"199.400","16.617","36769.79","0.24682","0.10668"
"199.500","16.625","36770.30","0.24705","0.10677"
"199.600","16.634","36768.57","0.24728","0.10688"
"199.700","16.642","36768.26","0.24751","0.10698"
"199.800","16.650","36768.66","0.24775","0.10709"
"199.900","16.659","36766.95","0.24798","0.10719"
"200.000","16.667","36764.76","0.24821","0.10729"
"200.100","16.675","36766.13","0.24844","0.10740"
"200.200","16.684","36767.02","0.24867","0.10750"
"200.300","16.692","36764.61","0.24891","0.10761"
"200.400","16.700","36765.10","0.24914","0.10771"
"200.500","16.708","36763.75","0.24937","0.10782"
"200.600","16.717","36765.40","0.24960","0.10792"
"200.700","16.725","36765.47","0.24984","0.10803"
"200.800","16.734","36763.93","0.25008","0.10813"
"200.900","16.742","36762.93","0.25032","0.10821"
"201.000","16.750","36758.52","0.25055","0.10831"
"201.100","16.759","36759.25","0.25079","0.10841"
"201.200","16.767","36758.35","0.25103","0.10852"
"201.300","16.775","36758.26","0.25126","0.10863"
"201.400","16.784","36760.33","0.25150","0.10874"
"201.500","16.792","36756.77","0.25174","0.10885"
"201.600","16.800","36755.54","0.25197","0.10896"
"201.700","16.809","36757.11","0.25221","0.10907"
"201.800","16.817","36755.07","0.25245","0.10918"
"201.900","16.825","36756.53","0.25269","0.10930"
"202.000","16.834","36754.26","0.25293","0.10940"
"202.100","16.842","36752.06","0.25317","0.10951"
"202.200","16.850","36750.37","0.25341","0.10962"
"202.300","16.859","36750.62","0.25365","0.10973"
"202.400","16.867","36754.80","0.25390","0.10984"
"202.500","16.875","36749.29","0.25414","0.10995"
"202.600","16.883","36747.70","0.25438","0.11006"
"202.700","16.892","36751.59","0.25462","0.11017"
"202.800","16.900","36749.70","0.25487","0.11029"
"202.900","16.909","36751.48","0.25512","0.11040"
"203.000","16.917","36753.49","0.25536","0.11051"
"203.100","16.925","36752.16","0.25560","0.11063"
"203.200","16.934","36744.91","0.25585","0.11074"
"203.300","16.942","36742.21","0.25609","0.11085"
"203.400","16.950","36743.30","0.25634","0.11095"
"203.500","16.959","36742.16","0.25659","0.11107"
"203.600","16.967","36741.52","0.25683","0.11117"
"203.700","16.975","36736.65","0.25708","0.11128"
"203.800","16.984","36741.83","0.25732","0.11140"
"203.900","16.992","36742.06","0.25757","0.11152"
"204.000","17.000","36740.12","0.25781","0.11164"
"204.100","17.009","36735.83","0.25806","0.11176"
"204.200","17.017","36732.57","0.25831","0.11187"
"204.300","17.025","36737.29","0.25856","0.11199"
"204.400","17.034","36735.70","0.25880","0.11211"
"204.500","17.042","36732.79","0.25905","0.11222"
"204.600","17.050","36731.32","0.25930","0.11233"
"204.700","17.059","36731.97","0.25955","0.11244"
"204.800","17.067","36732.64","0.25980","0.11256"
"204.900","17.075","36732.00","0.26005","0.11268"
"205.000","17.084","36731.05","0.26031","0.11280"
"205.100","17.092","36727.75","0.26055","0.11292"
"205.200","17.100","36729.64","0.26081","0.11304"
"205.300","17.109","36726.83","0.26107","0.11316"
"205.400","17.117","36724.91","0.26132","0.11328"
"205.500","17.125","36729.10","0.26157","0.11340"
"205.600","17.134","36727.90","0.26183","0.11352"
"205.700","17.142","36721.79","0.26208","0.11364"
"205.800","17.150","36722.34","0.26234","0.11376"
"205.900","17.159","36721.79","0.26260","0.11388"
"206.000","17.167","36720.53","0.26285","0.11400"
"206.100","17.175","36720.37","0.26310","0.11412"
"206.200","17.184","36717.76","0.26336","0.11425"
"206.300","17.192","36714.75","0.26361","0.11437"
"206.400","17.200","36717.55","0.26387","0.11450"
"206.500","17.209","36714.36","0.26413","0.11462"
"206.600","17.217","36718.70","0.26439","0.11475"
"206.700","17.225","36713.77","0.26464","0.11487"
"206.800","17.233","36710.30","0.26490","0.11500"
"206.900","17.242","36705.22","0.26516","0.11512"
"207.000","17.250","36707.34","0.26542","0.11525"
"207.100","17.259","36710.68","0.26568","0.11537"
"207.200","17.267","36704.83","0.26594","0.11550"
"207.300","17.275","36708.39","0.26620","0.11563"
"207.400","17.284","36702.75","0.26647","0.11576"
"207.500","17.292","36701.20","0.26673","0.11588"
"207.600","17.300","36700.44","0.26700","0.11600"
"207.700","17.309","36697.28","0.26726","0.11613"
"207.800","17.317","36691.28","0.26752","0.11626"
"207.900","17.325","36689.80","0.26778","0.11640"
"208.000","17.334","36686.56","0.26805","0.11653"
"208.100","17.342","36690.36","0.26832","0.11665"
"208.200","17.350","36688.58","0.26858","0.11679"
"208.300","17.359","36691.02","0.26885","0.11692"
"208.400","17.367","36678.66","0.26912","0.11705"
"208.500","17.375","36674.27","0.26938","0.11719"
"208.600","17.384","36668.38","0.26965","0.11732"
"208.700","17.392","36669.18","0.26992","0.11745"
"208.800","17.400","36658.60","0.27018","0.11758"
"208.900","17.409","36647.02","0.27045","0.11772"
"209.000","17.417","36643.34","0.27071","0.11785"
"209.100","17.425","36642.70","0.27098","0.11797"
"209.200","17.434","36645.56","0.27125","0.11811"
"209.300","17.442","36644.70","0.27151","0.11825"
"209.400","17.450","36640.46","0.27178","0.11839"
"209.500","17.459","36628.66","0.27205","0.11853"
"209.600","17.467","36625.37","0.27233","0.11867"
"209.700","17.475","36621.81","0.27259","0.11881"
"209.800","17.484","36610.83","0.27286","0.11895"
"209.900","17.492","36606.42","0.27314","0.11909"
"210.000","17.500","36611.50","0.27341","0.11923"
"210.100","17.509","36596.56","0.27368","0.11937"
"210.200","17.517","36591.63","0.27395","0.11952"
"210.300","17.525","36602.29","0.27423","0.11966"
"210.400","17.534","36592.20","0.27451","0.11981"
"210.500","17.542","36587.32","0.27478","0.11996"
"210.600","17.550","36583.30","0.27506","0.12010"
"210.700","17.559","36580.66","0.27534","0.12024"
"210.800","17.567","36577.43","0.27562","0.12039"
"210.900","17.575","36570.77","0.27590","0.12054"
"211.000","17.584","36559.64","0.27618","0.12069"
"211.100","17.592","36567.37","0.27645","0.12084"
"211.200","17.600","36559.02","0.27673","0.12098"
"211.300","17.608","36555.52","0.27700","0.12112"
"211.400","17.617","36559.38","0.27729","0.12117"
"211.500","17.625","36551.78","0.27756","0.12109"
"211.600","17.634","36552.86","0.27784","0.12112"
"211.700","17.642","36548.43","0.27811","0.12127"
"211.800","17.650","36544.23","0.27840","0.12151"
"211.900","17.659","36538.55","0.27868","0.12172"
"212.000","17.667","36535.18","0.27895","0.12182"
"212.100","17.675","36536.45","0.27924","0.12193"
"212.200","17.684","36529.11","0.27952","0.12216"
"212.300","17.692","36523.07","0.27980","0.12230"
"212.400","17.700","36525.08","0.28008","0.12244"
"212.500","17.708","36523.54","0.28037","0.12263"
"212.600","17.717","36523.39","0.28065","0.12281"
"212.700","17.725","36512.84","0.28093","0.12295"
"212.800","17.733","36507.79","0.28121","0.12312"
"212.900","17.742","36505.36","0.28151","0.12331"
"213.000","17.750","36504.85","0.28179","0.12345"
"213.100","17.759","36498.50","0.28207","0.12362"
"213.200","17.767","36494.70","0.28236","0.12380"
"213.300","17.775","36491.20","0.28265","0.12395"
"213.400","17.784","36487.29","0.28293","0.12410"
"213.500","17.792","36478.68","0.28322","0.12429"
"213.600","17.800","36472.04","0.28351","0.12444"
"213.700","17.809","36478.52","0.28380","0.12460"
"213.800","17.817","36465.46","0.28409","0.12478"
"213.900","17.825","36458.75","0.28438","0.12495"
"214.000","17.833","36447.07","0.28466","0.12510"
"214.100","17.842","36450.06","0.28494","0.12528"
"214.200","17.850","36445.05","0.28522","0.12545"
"214.300","17.859","36432.07","0.28549","0.12561"
"214.400","17.867","36431.92","0.28575","0.12579"
"214.500","17.875","36427.73","0.28603","0.12597"
"214.600","17.884","36428.40","0.28632","0.12613"
"214.700","17.892","36427.95","0.28661","0.12631"
"214.800","17.900","36414.36","0.28690","0.12649"
"214.900","17.908","36413.09","0.28719","0.12665"
"215.000","17.917","36413.32","0.28749","0.12683"
"215.100","17.925","36404.34","0.28778","0.12701"
"215.200","17.934","36401.54","0.28808","0.12718"
"215.300","17.942","36400.23","0.28838","0.12736"
"215.400","17.950","36394.10","0.28868","0.12754"
"215.500","17.959","36386.14","0.28897","0.12772"
"215.600","17.967","36386.28","0.28927","0.12789"
"215.700","17.975","36385.53","0.28957","0.12808"
"215.800","17.984","36373.36","0.28988","0.12826"
"215.900","17.992","36376.08","0.29018","0.12843"
"216.000","18.000","36360.19","0.29048","0.12862"
"216.100","18.008","36351.41","0.29078","0.12880"
"216.200","18.017","36350.09","0.29108","0.12897"
"216.300","18.025","36343.21","0.29138","0.12913"
"216.400","18.034","36322.71","0.29168","0.12932"
"216.500","18.042","36322.55","0.29198","0.12949"
"216.600","18.050","36324.70","0.29228","0.12968"
"216.700","18.059","36317.97","0.29259","0.12987"
"216.800","18.067","36308.55","0.29289","0.13007"
"216.900","18.075","36309.02","0.29319","0.13026"
"217.000","18.084","36303.39","0.29350","0.13045"
"217.100","18.092","36281.11","0.29381","0.13065"
"217.200","18.100","36270.56","0.29411","0.13084"
"217.300","18.109","36271.56","0.29441","0.13103"
"217.400","18.117","36265.77","0.29472","0.13123"
"217.500","18.125","36262.29","0.29502","0.13142"
"217.600","18.134","36250.49","0.29533","0.13162"
"217.700","18.142","36253.70","0.29564","0.13181"
"217.800","18.150","36252.34","0.29594","0.13201"
"217.900","18.159","36240.23","0.29625","0.13221"
"218.000","18.167","36234.46","0.29656","0.13240"
"218.100","18.175","36230.83","0.29687","0.13260"
"218.200","18.184","36224.15","0.29718","0.13280"
"218.300","18.192","36218.75","0.29749","0.13300"
"218.400","18.200","36216.19","0.29780","0.13320"
"218.500","18.209","36217.14","0.29811","0.13341"
"218.600","18.217","36215.15","0.29842","0.13360"
"218.700","18.225","36211.83","0.29873","0.13381"
"218.800","18.234","36210.16","0.29904","0.13402"
"218.900","18.242","36207.80","0.29935","0.13422"
"219.000","18.250","36203.65","0.29967","0.13443"
